OrderID	CustomerID	DateID	ManagerID
433	367	103	3
434	421	280	1
435	800	286	1
436	564	38	3
437	611	224	2
438	123	57	3
439	699	38	4
440	156	31	4
441	304	327	4
442	19	75	2
443	740	23	2
444	446	14	3
445	537	248	4
446	869	342	2
447	49	136	1
448	77	17	1
449	40	352	3
450	751	147	1
451	110	323	3
452	108	132	3
453	686	121	3
454	566	99	1
455	13	262	3
456	415	359	4
457	218	226	3
458	326	9	4
459	519	142	4
460	582	270	3
461	647	292	2
462	620	94	2
463	674	148	4
464	578	197	1
465	18	314	2
466	556	139	2
467	308	331	2
468	919	148	2
469	373	240	2
470	426	39	2
471	446	283	3
472	345	320	2
473	709	37	2
474	678	242	4
475	163	281	3
476	933	232	4
477	860	87	2
478	542	328	2
479	702	64	3
480	351	262	4
481	333	94	3
482	549	254	3
483	440	344	3
484	993	318	4
485	684	35	4
486	651	191	4
487	346	22	4
488	865	360	4
489	154	224	2
490	537	256	3
491	943	264	2
492	582	352	3
493	42	14	2
494	689	128	4
495	437	98	2
496	905	254	4
497	91	163	1
498	779	136	1
499	435	68	4
500	789	135	4
501	32	337	1
502	229	254	1
503	875	88	2
504	499	242	2
505	306	194	3
506	265	261	4
507	364	59	1
508	498	50	3
509	103	363	1
510	829	20	2
511	171	326	2
512	894	170	2
513	880	199	2
514	644	33	3
515	654	309	4
516	257	330	3
517	25	321	4
518	487	193	2
519	775	332	4
520	927	182	3
521	420	273	1
522	946	21	2
523	439	229	4
524	631	122	3
525	628	289	3
526	817	197	3
527	453	94	1
528	475	236	4
529	850	245	4
530	293	193	2
531	436	273	4
532	934	157	1
533	354	336	3
534	744	149	2
535	765	59	4
536	332	52	2
537	59	176	1
538	770	365	4
539	913	30	3
540	990	210	2
541	617	364	4
542	153	122	1
543	104	301	3
544	655	189	2
545	126	255	1
546	258	349	1
547	546	354	2
548	659	163	3
549	720	341	3
550	207	56	2
551	821	198	2
552	252	173	4
553	688	313	1
554	178	161	3
555	522	167	4
556	370	310	1
557	914	346	2
558	178	145	1
559	795	300	3
560	958	240	2
561	541	321	3
562	319	136	3
563	210	271	1
564	863	153	4
565	741	80	4
566	386	297	2
567	45	315	4
568	518	293	3
569	240	297	2
570	477	230	4
571	194	244	1
572	725	144	3
573	999	86	2
574	141	293	1
575	208	303	1
576	126	310	4
577	842	172	3
578	204	284	4
579	794	345	1
580	333	44	3
581	655	242	1
582	252	363	2
583	776	334	3
584	526	345	1
585	115	47	1
586	379	311	1
587	110	25	3
588	410	53	3
589	691	194	2
590	427	140	1
591	72	207	4
592	87	81	1
593	177	29	1
594	508	180	2
595	821	298	4
596	177	41	2
597	951	137	2
598	173	232	4
599	430	249	4
600	193	55	3
601	356	31	1
602	582	143	1
603	800	205	2
604	664	186	3
605	173	221	3
606	182	346	4
607	474	299	4
608	637	57	4
609	501	119	1
610	503	39	2
611	249	230	4
612	917	255	2
613	299	264	2
614	494	102	4
615	204	209	2
616	955	357	2
617	32	184	2
618	725	4	2
619	842	272	1
620	743	193	2
621	948	219	2
622	67	184	4
623	711	210	1
624	161	95	4
625	873	212	2
626	962	246	4
627	609	12	4
628	401	256	4
629	263	171	4
630	300	115	4
631	343	64	1
632	464	80	2
633	204	308	3
634	617	218	1
635	854	72	4
636	903	143	3
637	948	147	2
638	373	108	3
639	14	101	3
640	81	252	3
641	561	332	1
642	936	212	3
643	436	183	2
644	989	108	4
645	528	113	1
646	72	346	3
647	775	34	4
648	183	179	3
649	135	56	1
650	746	69	4
651	435	25	3
652	668	324	4
653	274	277	3
654	103	245	3
655	911	239	2
656	523	295	4
657	175	149	2
658	833	114	2
659	745	41	3
660	840	340	4
661	709	23	3
662	410	252	2
663	113	205	1
664	708	175	1
665	383	354	4
666	254	28	1
667	207	111	3
668	399	31	4
669	797	38	2
670	490	287	1
671	511	42	3
672	683	256	2
673	392	228	2
674	477	152	4
675	523	17	2
676	457	194	3
677	761	313	3
678	681	175	2
679	354	88	4
680	136	46	3
681	644	180	4
682	960	71	3
683	420	297	4
684	793	314	2
685	834	320	3
686	758	267	3
687	437	360	1
688	887	103	3
689	73	333	3
690	211	358	3
691	335	21	2
692	234	116	2
693	86	28	4
694	349	109	2
695	31	78	3
696	911	339	1
697	83	172	2
698	818	26	1
699	344	294	3
700	860	133	3
701	764	340	3
702	695	366	4
703	83	66	1
704	94	174	3
705	528	53	1
706	289	310	3
707	429	339	3
708	429	268	1
709	739	354	3
710	911	201	2
711	260	306	2
712	56	301	2
713	870	154	2
714	601	103	2
715	572	227	2
716	595	352	3
717	925	267	1
718	387	173	1
719	124	357	4
720	437	112	2
721	518	275	2
722	45	98	3
723	887	361	1
724	697	140	1
725	662	139	4
726	14	225	4
727	992	181	3
728	221	19	2
729	95	32	4
730	194	213	3
731	158	267	4
732	582	155	3
733	468	181	3
734	925	245	1
735	137	251	4
736	111	340	1
737	506	320	4
738	167	36	1
739	388	317	1
740	530	44	2
741	10	68	3
742	635	335	4
743	276	89	1
744	490	152	1
745	73	230	4
746	502	213	1
747	686	138	1
748	91	96	2
749	691	127	4
750	24	278	2
751	290	316	4
752	314	205	4
753	812	320	2
754	240	264	4
755	927	143	2
756	467	251	4
757	190	271	2
758	87	246	1
759	730	337	3
760	480	125	4
761	268	220	1
762	299	65	4
763	640	106	2
764	435	288	1
765	814	12	3
766	675	91	2
767	162	327	1
768	946	221	4
769	520	20	1
770	187	193	3
771	74	143	3
772	928	323	1
773	24	280	3
774	210	336	4
775	944	102	3
776	487	92	4
777	125	23	3
778	394	16	1
779	740	211	2
780	875	37	3
781	262	303	4
782	581	345	3
783	903	303	3
784	424	30	4
785	445	204	2
786	155	68	2
787	186	65	3
788	701	116	4
789	949	342	4
790	742	166	1
791	498	192	2
792	520	303	3
793	291	4	4
794	633	135	4
795	453	20	3
796	296	186	3
797	588	90	4
798	896	16	1
799	843	194	3
800	863	168	4
801	339	172	3
802	261	77	4
803	128	334	2
804	920	163	2
805	35	339	2
806	217	261	3
807	633	365	3
808	153	133	3
809	250	20	3
810	692	43	3
811	1000	38	2
812	16	137	4
813	580	137	1
814	884	252	1
815	280	199	1
816	222	152	4
817	762	61	2
818	554	271	3
819	524	221	1
820	928	145	4
821	212	284	4
822	377	98	2
823	625	134	3
824	670	174	3
825	559	358	1
826	998	266	3
827	774	268	2
828	127	209	3
829	449	272	2
830	417	115	1
831	481	27	2
832	126	225	3
833	417	291	2
834	219	186	3
835	695	229	4
836	288	250	2
837	170	336	1
838	539	334	2
839	878	140	1
840	436	9	2
841	170	203	2
842	263	255	4
843	556	21	3
844	160	3	4
845	379	265	2
846	904	108	2
847	477	215	2
848	365	249	2
849	624	149	4
850	384	51	3
851	466	170	4
852	246	308	3
853	47	296	4
854	651	25	1
855	133	26	3
856	807	196	2
857	443	190	3
858	108	37	2
859	119	317	1
860	802	118	3
861	794	274	2
862	476	172	1
863	147	162	1
864	357	327	2
865	902	147	3
866	272	334	4
867	744	68	4
868	131	14	2
869	41	339	1
870	978	233	2
871	855	51	4
872	317	294	3
873	479	358	2
874	70	119	2
875	509	232	1
876	390	299	1
877	218	69	1
878	138	223	2
879	554	357	3
880	483	357	4
881	706	151	3
882	581	104	1
883	580	268	2
884	594	208	1
885	847	56	1
886	628	243	1
887	268	64	4
888	805	361	3
889	426	159	4
890	58	275	4
891	166	360	2
892	106	271	4
893	22	283	1
894	226	149	1
895	661	171	2
896	238	195	2
897	98	338	4
898	105	145	4
899	13	163	2
900	654	7	3
901	490	208	1
902	728	275	1
903	817	303	3
904	664	222	2
905	112	343	1
906	769	229	1
907	262	360	2
908	221	131	4
909	371	258	2
910	754	98	4
911	18	24	2
912	878	317	1
913	816	197	2
914	879	162	1
915	86	242	1
916	521	294	3
917	600	259	4
918	543	113	3
919	834	73	3
920	965	108	2
921	536	221	3
922	859	39	2
923	858	354	4
924	718	143	2
925	772	167	2
926	532	95	1
927	465	257	3
928	530	49	3
929	438	187	3
930	621	296	4
931	241	145	4
932	956	16	1
933	282	145	4
934	854	214	4
935	590	171	2
936	378	121	3
937	553	199	4
938	779	140	1
939	394	235	4
940	338	170	4
941	434	120	3
942	977	183	4
943	620	69	4
944	234	1	4
945	766	37	4
946	277	62	4
947	944	365	3
948	658	25	4
949	438	266	3
950	827	194	1
951	374	273	3
952	898	300	4
953	765	84	2
954	988	227	4
955	594	167	1
956	307	223	4
957	788	314	3
958	313	201	4
959	230	66	2
960	971	182	4
961	384	17	1
962	319	264	3
963	765	237	3
964	822	285	4
965	775	258	2
966	990	133	2
967	738	334	2
968	723	236	1
969	787	319	3
970	834	12	3
971	985	55	3
972	273	239	4
973	862	366	1
974	419	212	4
975	858	339	4
976	917	170	4
977	8	364	4
978	745	356	4
979	994	253	2
980	461	53	2
981	208	77	1
982	412	344	3
983	937	206	1
984	455	197	3
985	235	351	2
986	575	146	1
987	241	131	3
988	702	86	3
989	490	72	4
990	947	309	4
991	828	211	4
992	116	114	2
993	279	209	4
994	619	121	3
995	866	132	1
996	381	18	2
997	888	250	3
998	891	252	1
999	145	191	1
1000	327	5	3
1001	435	132	1
1002	522	9	4
1003	449	288	3
1004	729	195	2
1005	747	324	4
1006	804	319	1
1007	612	127	3
1008	813	191	3
1009	712	240	1
1010	51	282	2
1011	981	77	4
1012	317	311	2
1013	352	87	2
1014	560	290	1
1015	870	21	4
1016	563	296	2
1017	403	28	4
1018	863	127	1
1019	868	183	1
1020	333	350	2
1021	79	239	4
1022	96	88	4
1023	443	24	1
1024	849	244	2
1025	462	231	2
1026	260	75	4
1027	478	197	3
1028	358	102	3
1029	156	281	3
1030	572	84	1
1031	342	142	4
1032	174	135	2
1033	324	178	2
1034	686	312	2
1035	391	162	2
1036	339	329	4
1037	32	296	2
1038	946	139	4
1039	731	284	4
1040	386	71	3
1041	303	274	1
1042	568	32	1
1043	646	6	4
1044	664	187	2
1045	733	194	2
1046	341	86	2
1047	927	342	2
1048	172	309	2
1049	793	362	1
1050	674	293	1
1051	714	120	4
1052	960	185	4
1053	859	310	2
1054	785	365	4
1055	928	10	2
1056	375	227	3
1057	924	101	4
1058	4	311	2
1059	357	53	3
1060	321	118	1
1061	950	276	2
1062	180	153	3
1063	807	63	2
1064	78	260	2
1065	1000	154	2
1066	246	108	2
1067	421	132	4
1068	533	42	4
1069	259	247	2
1070	348	140	2
1071	185	206	2
1072	360	321	1
1073	287	13	4
1074	624	28	2
1075	113	157	1
1076	816	364	4
1077	138	352	1
1078	761	28	4
1079	841	342	1
1080	841	306	4
1081	147	347	2
1082	271	50	2
1083	760	239	4
1084	375	36	4
1085	951	178	4
1086	621	177	3
1087	260	78	4
1088	964	283	2
1089	478	60	1
1090	429	249	2
1091	461	111	4
1092	141	10	4
1093	86	285	3
1094	865	70	4
1095	609	159	3
1096	457	196	1
1097	690	288	2
1098	77	195	3
1099	558	161	4
1100	461	171	2
1101	101	244	4
1102	639	311	4
1103	827	153	4
1104	903	204	2
1105	542	89	3
1106	438	160	4
1107	67	169	3
1108	441	32	4
1109	243	193	3
1110	134	67	3
1111	350	26	1
1112	631	258	2
1113	491	356	1
1114	63	303	1
1115	601	151	4
1116	528	270	1
1117	73	115	2
1118	51	304	2
1119	352	237	3
1120	293	361	4
1121	508	237	4
1122	948	61	2
1123	762	35	4
1124	946	349	2
1125	802	164	4
1126	369	266	4
1127	650	352	4
1128	981	227	4
1129	571	231	4
1130	731	252	2
1131	423	328	1
1132	956	45	2
1133	502	143	3
1134	713	255	2
1135	134	98	2
1136	866	276	2
1137	719	366	1
1138	373	268	2
1139	793	238	3
1140	448	82	3
1141	725	99	4
1142	784	16	2
1143	748	212	4
1144	594	267	1
1145	276	21	1
1146	656	40	1
1147	94	79	1
1148	7	324	3
1149	319	187	3
1150	656	235	4
1151	80	160	1
1152	734	259	1
1153	928	63	2
1154	240	245	3
1155	149	5	2
1156	231	47	4
1157	955	163	1
1158	614	262	3
1159	192	97	2
1160	480	119	3
1161	370	72	2
1162	424	273	3
1163	765	255	3
1164	280	151	3
1165	336	327	3
1166	54	305	1
1167	126	286	3
1168	942	132	2
1169	500	173	4
1170	35	100	1
1171	287	131	1
1172	757	171	2
1173	822	88	1
1174	841	35	1
1175	815	345	3
1176	486	83	1
1177	129	289	2
1178	807	230	2
1179	589	70	4
1180	798	304	2
1181	302	337	4
1182	732	112	3
1183	61	231	2
1184	695	344	2
1185	356	366	2
1186	641	149	2
1187	423	46	1
1188	836	299	4
1189	74	292	2
1190	146	69	4
1191	108	225	1
1192	405	265	4
1193	662	202	4
1194	193	130	3
1195	739	340	3
1196	840	313	3
1197	427	233	4
1198	134	288	2
1199	644	2	1
1200	834	11	4
1201	966	206	3
1202	162	44	4
1203	436	28	3
1204	586	274	3
1205	511	351	2
1206	837	298	3
1207	800	93	3
1208	373	358	1
1209	88	240	1
1210	621	125	4
1211	324	333	2
1212	330	361	4
1213	440	260	4
1214	912	114	4
1215	356	31	4
1216	639	275	2
1217	222	133	1
1218	870	223	1
1219	260	234	4
1220	907	271	3
1221	848	351	1
1222	48	334	2
1223	751	331	4
1224	834	335	4
1225	148	62	1
1226	910	25	2
1227	898	35	3
1228	50	237	3
1229	363	139	2
1230	77	172	4
1231	793	85	2
1232	915	351	2
1233	176	106	3
1234	549	228	1
1235	988	113	2
1236	742	162	1
1237	966	328	1
1238	117	322	4
1239	424	364	1
1240	426	271	2
1241	480	189	2
1242	352	284	1
1243	113	344	1
1244	42	156	3
1245	165	171	2
1246	821	36	4
1247	293	104	2
1248	170	234	3
1249	306	162	3
1250	288	356	4
1251	518	326	3
1252	577	72	1
1253	398	42	4
1254	209	151	4
1255	615	281	4
1256	504	13	1
1257	974	61	3
1258	623	96	1
1259	360	184	1
1260	58	3	2
1261	519	40	2
1262	932	104	3
1263	529	137	4
1264	154	299	2
1265	579	198	1
1266	525	128	4
1267	830	176	2
1268	946	113	3
1269	663	185	1
1270	646	203	3
1271	104	154	1
1272	571	29	3
1273	175	327	4
1274	729	299	4
1275	513	267	2
1276	926	238	2
1277	325	153	3
1278	293	163	2
1279	521	107	2
1280	420	144	2
1281	700	150	3
1282	348	352	1
1283	200	92	3
1284	962	15	3
1285	250	208	1
1286	853	16	3
1287	3	282	1
1288	287	201	2
1289	127	192	4
1290	326	8	3
1291	599	215	3
1292	431	6	4
1293	101	119	2
1294	463	283	4
1295	476	18	3
1296	591	56	2
1297	712	260	2
1298	313	212	2
1299	906	139	3
1300	296	274	3
1301	767	8	3
1302	889	171	1
1303	778	313	1
1304	512	92	3
1305	885	118	3
1306	470	124	2
1307	570	57	4
1308	717	70	4
1309	558	18	1
1310	378	303	1
1311	108	3	1
1312	778	359	4
1313	253	60	2
1314	706	286	2
1315	234	66	1
1316	434	285	2
1317	277	5	1
1318	23	57	4
1319	838	68	4
1320	90	234	2
1321	277	317	4
1322	468	36	4
1323	711	152	4
1324	65	77	2
1325	419	231	4
1326	492	104	2
1327	982	219	4
1328	248	133	3
1329	100	319	3
1330	774	6	4
1331	403	32	2
1332	40	28	3
1333	532	78	2
1334	199	1	4
1335	240	68	2
1336	805	206	1
1337	477	50	1
1338	564	233	2
1339	972	168	4
1340	290	5	4
1341	702	315	2
1342	230	334	3
1343	530	65	1
1344	752	202	2
1345	646	180	1
1346	135	28	1
1347	492	28	1
1348	891	152	4
1349	897	142	2
1350	776	353	3
1351	948	299	2
1352	567	221	2
1353	235	10	3
1354	528	200	1
1355	44	156	3
1356	241	138	1
1357	216	35	1
1358	258	144	2
1359	338	77	2
1360	793	177	1
1361	530	165	3
1362	45	147	2
1363	213	348	2
1364	11	218	1
1365	164	73	3
1366	384	333	3
1367	39	123	4
1368	160	75	4
1369	82	75	2
1370	926	67	2
1371	140	158	2
1372	839	246	2
1373	563	250	4
1374	145	119	1
1375	548	82	4
1376	709	260	4
1377	252	255	3
1378	656	221	2
1379	559	143	4
1380	324	216	4
1381	221	255	4
1382	335	291	3
1383	543	85	2
1384	405	45	1
1385	569	344	2
1386	159	322	1
1387	19	12	3
1388	481	301	3
1389	640	320	1
1390	875	25	2
1391	729	162	2
1392	435	304	4
1393	339	270	1
1394	619	97	4
1395	666	8	4
1396	34	103	1
1397	465	21	1
1398	886	175	1
1399	160	302	1
1400	305	357	3
1401	744	135	2
1402	252	79	1
1403	277	127	1
1404	518	75	3
1405	739	86	4
1406	80	310	3
1407	33	155	3
1408	731	259	1
1409	97	118	1
1410	312	315	2
1411	845	228	4
1412	99	182	3
1413	108	88	1
1414	596	170	4
1415	357	230	2
1416	650	166	2
1417	902	24	1
1418	630	185	1
1419	34	10	1
1420	990	100	4
1421	631	324	2
1422	194	210	1
1423	994	356	4
1424	213	87	1
1425	296	153	1
1426	719	76	3
1427	765	119	2
1428	410	201	1
1429	199	253	2
1430	156	174	2
1431	12	215	2
1432	53	167	3
1433	752	225	1
1434	70	307	4
1435	861	107	4
1436	34	96	2
1437	71	290	3
1438	716	104	2
1439	676	321	4
1440	336	122	2
1441	466	173	1
1442	529	210	4
1443	617	165	1
1444	100	141	4
1445	336	293	1
1446	857	235	1
1447	832	255	1
1448	947	344	1
1449	424	301	3
1450	82	175	4
1451	28	70	2
1452	808	204	2
1453	544	35	1
1454	692	212	4
1455	972	148	1
1456	899	209	3
1457	575	50	1
1458	326	275	4
1459	153	323	1
1460	183	248	3
1461	355	166	4
1462	285	228	2
1463	862	16	3
1464	123	266	2
1465	122	201	2
1466	11	28	1
1467	321	162	2
1468	131	324	2
1469	560	107	4
1470	809	33	4
1471	100	353	4
1472	515	240	2
1473	753	346	2
1474	603	22	4
1475	721	217	1
1476	783	228	2
1477	300	232	1
1478	719	173	3
1479	402	106	4
1480	986	256	2
1481	732	262	2
1482	448	267	1
1483	575	212	1
1484	586	127	2
1485	806	309	4
1486	833	325	2
1487	66	158	2
1488	634	108	3
1489	440	33	4
1490	83	38	1
1491	35	250	2
1492	786	71	2
1493	568	215	2
1494	234	157	3
1495	318	84	3
1496	849	17	3
1497	443	244	3
1498	151	208	4
1499	239	231	2
1500	57	47	4
1501	138	353	4
1502	115	224	3
1503	876	314	4
1504	145	185	4
1505	658	176	4
1506	975	249	4
1507	254	172	4
1508	181	44	3
1509	605	285	1
1510	789	11	2
1511	427	134	4
1512	102	56	4
1513	610	228	1
1514	928	142	3
1515	3	359	4
1516	142	39	1
1517	346	23	1
1518	967	338	3
1519	712	262	1
1520	174	81	2
1521	747	233	4
1522	11	320	1
1523	877	362	3
1524	16	287	4
1525	261	289	4
1526	288	243	3
1527	817	178	4
1528	897	218	1
1529	137	115	4
1530	360	89	4
1531	824	97	4
1532	299	303	4
1533	924	21	3
1534	433	172	1
1535	677	326	3
1536	369	332	2
1537	875	218	3
1538	34	289	3
1539	258	278	1
1540	306	184	2
1541	194	267	3
1542	246	106	4
1543	628	197	2
1544	184	265	3
1545	356	157	1
1546	532	174	2
1547	184	337	4
1548	989	212	3
1549	246	347	1
1550	900	233	2
1551	587	97	1
1552	65	212	2
1553	261	351	3
1554	995	306	4
1555	822	6	4
1556	426	329	4
1557	131	123	3
1558	185	148	2
1559	494	214	2
1560	226	97	4
1561	542	50	3
1562	600	318	3
1563	34	92	1
1564	828	53	1
1565	226	327	2
1566	342	72	4
1567	654	75	3
1568	464	168	1
1569	711	294	2
1570	407	124	1
1571	195	317	2
1572	60	293	4
1573	683	94	2
1574	487	296	1
1575	109	54	1
1576	640	142	1
1577	857	335	4
1578	517	292	1
1579	344	212	4
1580	422	255	1
1581	704	87	1
1582	474	314	3
1583	960	134	4
1584	242	322	4
1585	393	271	2
1586	238	80	3
1587	806	308	2
1588	571	233	3
1589	692	318	1
1590	672	331	3
1591	788	45	4
1592	639	58	4
1593	667	321	3
1594	795	190	2
1595	789	256	1
1596	929	127	3
1597	616	69	1
1598	2	210	3
1599	104	31	2
1600	883	45	2
1601	15	256	3
1602	94	336	4
1603	55	195	2
1604	346	343	1
1605	643	320	2
1606	120	85	4
1607	826	51	2
1608	112	272	3
1609	487	209	2
1610	54	277	1
1611	231	120	1
1612	754	65	4
1613	567	21	4
1614	594	246	2
1615	830	98	4
1616	563	261	3
1617	953	227	1
1618	961	363	1
1619	543	88	2
1620	378	190	4
1621	42	167	2
1622	416	333	3
1623	316	64	3
1624	622	185	2
1625	151	36	1
1626	381	118	1
1627	227	189	2
1628	635	50	4
1629	22	128	4
1630	669	76	1
1631	243	366	3
1632	230	6	4
1633	782	132	3
1634	624	267	3
1635	694	65	2
1636	107	362	3
1637	773	71	1
1638	509	221	3
1639	704	213	2
1640	847	14	2
1641	890	295	3
1642	625	303	3
1643	589	282	4
1644	447	224	4
1645	871	234	1
1646	35	14	3
1647	381	69	2
1648	150	189	3
1649	50	167	3
1650	959	13	4
1651	585	224	3
1652	549	316	4
1653	605	233	3
1654	743	360	2
1655	964	130	1
1656	703	169	2
1657	16	78	4
1658	117	284	4
1659	789	306	1
1660	751	102	3
1661	110	129	4
