CustomerID	CustomerName	City
487	Customer 487	São Paulo
488	Customer 488	London
489	Customer 489	Delhi
490	Customer 490	New York
491	Customer 491	São Paulo
492	Customer 492	Tokyo
493	Customer 493	Delhi
494	Customer 494	São Paulo
495	Customer 495	Tokyo
496	Customer 496	São Paulo
497	Customer 497	London
498	Customer 498	São Paulo
499	Customer 499	São Paulo
500	Customer 500	São Paulo
501	Customer 501	Delhi
502	Customer 502	São Paulo
503	Customer 503	Tokyo
504	Customer 504	London
505	Customer 505	London
506	Customer 506	São Paulo
507	Customer 507	Delhi
508	Customer 508	Delhi
509	Customer 509	Tokyo
510	Customer 510	São Paulo
511	Customer 511	London
512	Customer 512	Delhi
513	Customer 513	São Paulo
514	Customer 514	Delhi
515	Customer 515	Delhi
516	Customer 516	London
517	Customer 517	New York
518	Customer 518	Tokyo
519	Customer 519	Tokyo
520	Customer 520	London
521	Customer 521	Delhi
522	Customer 522	São Paulo
523	Customer 523	Delhi
524	Customer 524	London
525	Customer 525	Tokyo
526	Customer 526	Delhi
527	Customer 527	Tokyo
528	Customer 528	São Paulo
529	Customer 529	Tokyo
530	Customer 530	Tokyo
531	Customer 531	New York
532	Customer 532	New York
533	Customer 533	New York
534	Customer 534	Tokyo
535	Customer 535	London
536	Customer 536	Tokyo
537	Customer 537	London
538	Customer 538	London
539	Customer 539	New York
540	Customer 540	Delhi
541	Customer 541	São Paulo
542	Customer 542	New York
543	Customer 543	New York
544	Customer 544	Delhi
545	Customer 545	São Paulo
546	Customer 546	Tokyo
547	Customer 547	Tokyo
548	Customer 548	New York
549	Customer 549	São Paulo
550	Customer 550	New York
551	Customer 551	London
552	Customer 552	New York
553	Customer 553	New York
554	Customer 554	Tokyo
555	Customer 555	Tokyo
556	Customer 556	Tokyo
557	Customer 557	London
558	Customer 558	Tokyo
559	Customer 559	São Paulo
560	Customer 560	Delhi
561	Customer 561	São Paulo
562	Customer 562	São Paulo
563	Customer 563	Tokyo
564	Customer 564	Delhi
565	Customer 565	Delhi
566	Customer 566	Delhi
567	Customer 567	London
568	Customer 568	Tokyo
569	Customer 569	Delhi
570	Customer 570	London
571	Customer 571	New York
572	Customer 572	New York
573	Customer 573	London
574	Customer 574	London
575	Customer 575	Tokyo
576	Customer 576	Tokyo
577	Customer 577	New York
578	Customer 578	Delhi
579	Customer 579	New York
580	Customer 580	Delhi
581	Customer 581	Delhi
582	Customer 582	Tokyo
583	Customer 583	São Paulo
584	Customer 584	São Paulo
585	Customer 585	London
586	Customer 586	Tokyo
587	Customer 587	Delhi
588	Customer 588	São Paulo
589	Customer 589	Delhi
590	Customer 590	São Paulo
591	Customer 591	São Paulo
592	Customer 592	São Paulo
593	Customer 593	Tokyo
594	Customer 594	New York
595	Customer 595	Delhi
596	Customer 596	Tokyo
597	Customer 597	Tokyo
598	Customer 598	Tokyo
599	Customer 599	Tokyo
600	Customer 600	Tokyo
601	Customer 601	London
602	Customer 602	Delhi
603	Customer 603	Tokyo
604	Customer 604	Delhi
605	Customer 605	London
606	Customer 606	London
607	Customer 607	Delhi
608	Customer 608	São Paulo
609	Customer 609	New York
610	Customer 610	São Paulo
611	Customer 611	São Paulo
612	Customer 612	São Paulo
613	Customer 613	Tokyo
614	Customer 614	London
615	Customer 615	São Paulo
616	Customer 616	London
617	Customer 617	Delhi
618	Customer 618	New York
619	Customer 619	Delhi
620	Customer 620	Delhi
621	Customer 621	Tokyo
622	Customer 622	New York
623	Customer 623	Delhi
624	Customer 624	Delhi
625	Customer 625	New York
626	Customer 626	New York
627	Customer 627	Delhi
628	Customer 628	New York
629	Customer 629	Delhi
630	Customer 630	Delhi
631	Customer 631	Tokyo
632	Customer 632	São Paulo
633	Customer 633	Delhi
634	Customer 634	London
635	Customer 635	São Paulo
636	Customer 636	São Paulo
637	Customer 637	São Paulo
638	Customer 638	Tokyo
639	Customer 639	Delhi
640	Customer 640	Tokyo
641	Customer 641	Delhi
642	Customer 642	Tokyo
643	Customer 643	Tokyo
644	Customer 644	London
645	Customer 645	Tokyo
646	Customer 646	New York
647	Customer 647	London
648	Customer 648	Tokyo
649	Customer 649	São Paulo
650	Customer 650	New York
651	Customer 651	New York
652	Customer 652	New York
653	Customer 653	London
654	Customer 654	Tokyo
655	Customer 655	Tokyo
656	Customer 656	São Paulo
657	Customer 657	São Paulo
658	Customer 658	New York
659	Customer 659	São Paulo
660	Customer 660	London
661	Customer 661	Tokyo
662	Customer 662	New York
663	Customer 663	São Paulo
664	Customer 664	London
665	Customer 665	London
666	Customer 666	São Paulo
667	Customer 667	Tokyo
668	Customer 668	São Paulo
669	Customer 669	New York
670	Customer 670	São Paulo
671	Customer 671	London
672	Customer 672	São Paulo
673	Customer 673	Tokyo
674	Customer 674	Delhi
675	Customer 675	São Paulo
676	Customer 676	Tokyo
677	Customer 677	Tokyo
678	Customer 678	London
679	Customer 679	Tokyo
680	Customer 680	Tokyo
681	Customer 681	Tokyo
682	Customer 682	Tokyo
683	Customer 683	New York
684	Customer 684	New York
685	Customer 685	London
686	Customer 686	São Paulo
687	Customer 687	Tokyo
688	Customer 688	São Paulo
689	Customer 689	São Paulo
690	Customer 690	London
691	Customer 691	Tokyo
692	Customer 692	Tokyo
693	Customer 693	Delhi
694	Customer 694	São Paulo
695	Customer 695	São Paulo
696	Customer 696	New York
697	Customer 697	Delhi
698	Customer 698	New York
699	Customer 699	New York
700	Customer 700	New York
701	Customer 701	London
702	Customer 702	London
703	Customer 703	New York
704	Customer 704	Delhi
705	Customer 705	São Paulo
706	Customer 706	Delhi
707	Customer 707	Tokyo
708	Customer 708	London
709	Customer 709	São Paulo
710	Customer 710	São Paulo
711	Customer 711	Tokyo
712	Customer 712	Tokyo
713	Customer 713	New York
714	Customer 714	London
715	Customer 715	London
716	Customer 716	Delhi
717	Customer 717	New York
718	Customer 718	New York
719	Customer 719	New York
720	Customer 720	New York
721	Customer 721	London
722	Customer 722	London
723	Customer 723	New York
724	Customer 724	Delhi
725	Customer 725	São Paulo
726	Customer 726	São Paulo
727	Customer 727	Delhi
728	Customer 728	New York
729	Customer 729	London
730	Customer 730	São Paulo
731	Customer 731	Tokyo
732	Customer 732	Tokyo
733	Customer 733	Delhi
734	Customer 734	New York
735	Customer 735	São Paulo
736	Customer 736	New York
737	Customer 737	São Paulo
738	Customer 738	Delhi
739	Customer 739	Delhi
740	Customer 740	Tokyo
741	Customer 741	New York
742	Customer 742	Tokyo
743	Customer 743	New York
744	Customer 744	Tokyo
745	Customer 745	London
746	Customer 746	London
747	Customer 747	London
748	Customer 748	London
749	Customer 749	São Paulo
750	Customer 750	London
751	Customer 751	Delhi
752	Customer 752	Delhi
753	Customer 753	São Paulo
754	Customer 754	London
755	Customer 755	London
756	Customer 756	London
757	Customer 757	Tokyo
758	Customer 758	New York
759	Customer 759	Tokyo
760	Customer 760	New York
761	Customer 761	London
762	Customer 762	London
763	Customer 763	Tokyo
764	Customer 764	Tokyo
765	Customer 765	New York
766	Customer 766	Delhi
767	Customer 767	New York
768	Customer 768	Tokyo
769	Customer 769	Tokyo
770	Customer 770	São Paulo
771	Customer 771	Tokyo
772	Customer 772	São Paulo
773	Customer 773	Delhi
774	Customer 774	New York
775	Customer 775	New York
776	Customer 776	São Paulo
777	Customer 777	New York
778	Customer 778	Tokyo
779	Customer 779	London
780	Customer 780	São Paulo
781	Customer 781	New York
782	Customer 782	São Paulo
783	Customer 783	São Paulo
784	Customer 784	London
785	Customer 785	Tokyo
786	Customer 786	São Paulo
787	Customer 787	New York
788	Customer 788	Delhi
789	Customer 789	São Paulo
790	Customer 790	São Paulo
791	Customer 791	London
792	Customer 792	Tokyo
793	Customer 793	Delhi
794	Customer 794	New York
795	Customer 795	Delhi
796	Customer 796	New York
797	Customer 797	Tokyo
798	Customer 798	New York
799	Customer 799	London
800	Customer 800	London
801	Customer 801	London
802	Customer 802	London
803	Customer 803	Delhi
804	Customer 804	Tokyo
805	Customer 805	New York
806	Customer 806	New York
807	Customer 807	London
808	Customer 808	London
809	Customer 809	São Paulo
810	Customer 810	Tokyo
811	Customer 811	Delhi
812	Customer 812	New York
813	Customer 813	São Paulo
814	Customer 814	São Paulo
815	Customer 815	New York
816	Customer 816	Delhi
817	Customer 817	São Paulo
818	Customer 818	São Paulo
819	Customer 819	Tokyo
820	Customer 820	Delhi
821	Customer 821	São Paulo
822	Customer 822	Delhi
823	Customer 823	New York
824	Customer 824	London
825	Customer 825	São Paulo
826	Customer 826	Tokyo
827	Customer 827	New York
828	Customer 828	Delhi
829	Customer 829	New York
830	Customer 830	São Paulo
831	Customer 831	Delhi
832	Customer 832	London
833	Customer 833	New York
834	Customer 834	São Paulo
835	Customer 835	Tokyo
836	Customer 836	Delhi
837	Customer 837	New York
838	Customer 838	New York
839	Customer 839	London
840	Customer 840	London
841	Customer 841	Tokyo
842	Customer 842	Tokyo
843	Customer 843	São Paulo
844	Customer 844	São Paulo
845	Customer 845	Tokyo
846	Customer 846	Tokyo
847	Customer 847	Delhi
848	Customer 848	London
849	Customer 849	São Paulo
850	Customer 850	London
851	Customer 851	London
852	Customer 852	Tokyo
853	Customer 853	Delhi
854	Customer 854	New York
855	Customer 855	Delhi
856	Customer 856	Delhi
857	Customer 857	London
858	Customer 858	Delhi
859	Customer 859	São Paulo
860	Customer 860	London
861	Customer 861	São Paulo
862	Customer 862	New York
863	Customer 863	London
864	Customer 864	New York
865	Customer 865	London
866	Customer 866	Tokyo
867	Customer 867	Delhi
868	Customer 868	Tokyo
869	Customer 869	New York
870	Customer 870	Delhi
871	Customer 871	London
872	Customer 872	Delhi
873	Customer 873	São Paulo
874	Customer 874	Delhi
875	Customer 875	São Paulo
876	Customer 876	Delhi
877	Customer 877	São Paulo
878	Customer 878	New York
879	Customer 879	Tokyo
880	Customer 880	London
881	Customer 881	Delhi
882	Customer 882	Tokyo
883	Customer 883	London
884	Customer 884	London
885	Customer 885	São Paulo
886	Customer 886	New York
887	Customer 887	New York
888	Customer 888	Tokyo
889	Customer 889	New York
890	Customer 890	Delhi
891	Customer 891	New York
892	Customer 892	Tokyo
893	Customer 893	New York
894	Customer 894	Delhi
895	Customer 895	São Paulo
896	Customer 896	Tokyo
897	Customer 897	São Paulo
898	Customer 898	São Paulo
899	Customer 899	São Paulo
900	Customer 900	London
901	Customer 901	London
902	Customer 902	São Paulo
903	Customer 903	Tokyo
904	Customer 904	Delhi
905	Customer 905	Delhi
906	Customer 906	New York
907	Customer 907	Tokyo
908	Customer 908	London
909	Customer 909	São Paulo
910	Customer 910	New York
911	Customer 911	Delhi
912	Customer 912	London
913	Customer 913	London
914	Customer 914	São Paulo
915	Customer 915	Delhi
916	Customer 916	Tokyo
917	Customer 917	London
918	Customer 918	São Paulo
919	Customer 919	Tokyo
920	Customer 920	Delhi
921	Customer 921	London
922	Customer 922	Tokyo
923	Customer 923	Tokyo
924	Customer 924	Tokyo
925	Customer 925	London
926	Customer 926	London
927	Customer 927	New York
928	Customer 928	Delhi
929	Customer 929	São Paulo
930	Customer 930	Tokyo
931	Customer 931	New York
932	Customer 932	São Paulo
933	Customer 933	New York
934	Customer 934	London
935	Customer 935	Tokyo
936	Customer 936	São Paulo
937	Customer 937	São Paulo
938	Customer 938	São Paulo
939	Customer 939	São Paulo
940	Customer 940	São Paulo
941	Customer 941	New York
942	Customer 942	Tokyo
943	Customer 943	London
944	Customer 944	London
945	Customer 945	London
946	Customer 946	London
947	Customer 947	New York
948	Customer 948	Delhi
949	Customer 949	Tokyo
950	Customer 950	São Paulo
951	Customer 951	Delhi
952	Customer 952	London
953	Customer 953	Delhi
954	Customer 954	Tokyo
955	Customer 955	São Paulo
956	Customer 956	São Paulo
957	Customer 957	Tokyo
958	Customer 958	Tokyo
959	Customer 959	London
960	Customer 960	São Paulo
961	Customer 961	Delhi
962	Customer 962	New York
963	Customer 963	New York
964	Customer 964	Tokyo
965	Customer 965	London
966	Customer 966	New York
967	Customer 967	São Paulo
968	Customer 968	Tokyo
969	Customer 969	Delhi
970	Customer 970	Tokyo
971	Customer 971	Delhi
972	Customer 972	Tokyo
973	Customer 973	Tokyo
974	Customer 974	Tokyo
975	Customer 975	Delhi
976	Customer 976	Delhi
977	Customer 977	Tokyo
978	Customer 978	New York
979	Customer 979	London
980	Customer 980	London
981	Customer 981	London
982	Customer 982	Delhi
983	Customer 983	Delhi
984	Customer 984	New York
985	Customer 985	London
986	Customer 986	London
987	Customer 987	Tokyo
988	Customer 988	Delhi
989	Customer 989	London
990	Customer 990	New York
991	Customer 991	New York
992	Customer 992	London
993	Customer 993	Delhi
994	Customer 994	New York
995	Customer 995	Tokyo
996	Customer 996	New York
997	Customer 997	São Paulo
998	Customer 998	São Paulo
999	Customer 999	Delhi
1000	Customer 1000	London
